APARTMENT_ID,APARTMENT_NAME,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,NUMBER_OF_HOUSES,RESIDENTS,BIN_CAPACITY_KG,WASTE_GENERATION_KG_DAY,DAYS_SINCE_COLLECTION,RAIN,TEMPERATURE_C,DAY_OF_WEEK,FILL_PERCENTAGE,FILL_LEVEL
APT_03878,Apartment_Pulianthope_N077,N06,N077,Pulianthope,Pulianthope,MOTHILAL STREET,S_W077_003,13.096312,80.265968,89,186,360,113.51,4,No,32.9,0,100.0,Full
APT_03879,Apartment_Pulianthope_N077,N06,N077,Pulianthope,Pulianthope,MOTHILAL STREET,S_W077_004,13.096119,80.265953,70,344,240,156.4,1,No,26.7,1,78.5,Full
APT_03880,Apartment_Pulianthope_N077,N06,N077,Pulianthope,Pulianthope,K P PARK TNSCB TENAMENT30TH. BLOCK,S_W077_001,13.096034,80.266421,31,152,120,88.59,1,No,32.1,4,83.4,Full
APT_03881,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Rajamuthaiah Salai (Sydennams Road),G_W078_001,13.091549,80.264927,262,784,240,370.79,1,No,33.2,2,100.0,Full
APT_03882,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Chockavel Subramaniyaswamy Koil Street,G_W078_001,13.090819,80.263534,82,335,240,133.41,0,No,31.7,5,62.6,Medium
APT_03883,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Chockavel Subramaniyaswamy Koil Street,G_W078_002,13.090803,80.263548,181,547,120,298.37,0,Yes,26.3,3,100.0,Full
APT_03884,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Chockavel Subramaniyaswamy Koil Street,G_W078_003,13.090784,80.263554,147,295,500,94.63,0,No,30.2,3,34.7,Empty
APT_03885,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Astabujam Road,S_W078_001,13.093512,80.261622,65,319,240,203.48,2,Yes,33.7,4,100.0,Full
APT_03886,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Astabujam Road,S_W078_002,13.093232,80.262711,136,678,120,324.71,2,No,28.8,6,100.0,Full
APT_03887,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Choolai High Road,S_W078_001,13.090554,80.26872,43,119,120,34.71,1,No,35.1,3,51.3,Medium
APT_03888,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Choolai High Road,S_W078_002,13.090609,80.268652,69,211,1000,88.31,4,No,24.6,5,83.3,Full
APT_03889,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Choolai High Road,S_W078_003,13.090182,80.265267,59,304,120,162.64,1,No,32.0,3,100.0,Full
APT_03890,Apartment_Choolai_N078,N06,N078,Choolai,Apparao Garden,Apparao Garden 1st Lane,S_W078_001,13.091454,80.269349,251,759,1000,210.43,0,No,26.8,0,29.5,Empty
APT_03891,Apartment_Purasaiwakkam_N078,N06,N078,Purasaiwakkam,Purasaiwakkam,Tana Street,S_W078_001,13.089978,80.254284,179,533,120,188.98,0,No,31.8,3,100.0,Full
APT_03892,Apartment_Purasaiwakkam_N078,N06,N078,Purasaiwakkam,Purasaiwakkam,Tana Street,S_W078_002,13.090907,80.254224,280,840,120,520.59,3,No,35.4,5,100.0,Full
APT_03893,Apartment_Purasaiwakkam_N078,N06,N078,Purasaiwakkam,Purasaiwakkam,Tana Street,S_W078_003,13.086739,80.255295,142,436,500,171.12,2,No,30.9,5,65.2,Medium
APT_03894,Apartment_Purasaiwakkam_N078,N06,N078,Purasaiwakkam,Purasaiwakkam,Tana Street,S_W078_004,13.090805,80.254204,76,302,1000,94.73,1,No,29.2,3,31.0,Empty
APT_03895,Apartment_Purasaiwakkam_N078,N06,N078,Purasaiwakkam,Purasaiwakkam,Tana Street,G_W078_001,13.086754,80.255298,191,389,120,112.56,1,No,34.3,6,100.0,Full
APT_03896,Apartment_Purasaiwakkam_N078,N06,N078,Purasaiwakkam,Purasaiwakkam,Tana Street,G_W078_002,13.08871,80.254716,281,845,240,420.49,1,Yes,29.6,6,100.0,Full
APT_03897,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Rangaiah Street,S_W078_001,13.093439,80.260238,169,507,660,239.94,2,No,30.8,6,73.3,Full
APT_03898,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Rangaiah Street,S_W078_002,13.092387,80.260321,25,77,120,39.2,3,No,27.7,6,75.2,Full
APT_03899,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Rangaiah Street,G_W078_001,13.092393,80.260355,105,309,240,195.66,3,No,30.6,2,100.0,Full
APT_03900,Apartment_Perumalpet_N078,N06,N078,Perumalpet,Perumalpet,Vadamalai Street,G_W078_001,13.090643,80.255995,279,835,240,228.83,3,No,32.6,1,100.0,Full
APT_03901,Apartment_Perumalpet_N078,N06,N078,Perumalpet,Perumalpet,Vadamalai Street,G_W078_002,13.090758,80.256494,165,491,660,161.57,0,No,30.1,3,37.9,Empty
APT_03902,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Angalamman Koil Street,S_W078_001,13.092761,80.263522,287,1440,660,494.68,2,No,26.5,1,100.0,Full
APT_03903,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Angalamman Koil Street,S_W078_002,13.093237,80.262716,163,654,660,275.23,3,Yes,24.2,1,90.0,Full
APT_03904,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Manikkam Street,G_W078_001,13.091789,80.259103,23,90,500,26.86,1,Yes,26.6,4,41.9,Medium
APT_03905,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Manikkam Street,G_W078_003,13.091794,80.259091,265,802,120,331.99,2,No,34.2,0,100.0,Full
APT_03906,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,Manikkam Street,G_W078_002,13.091809,80.259129,234,1169,240,673.9,0,No,35.5,0,100.0,Full
APT_03907,Apartment_Kosapet_N078,N06,N078,Kosapet,Kosapet,V.V Koil Street,S_W078_001,13.09156,80.264792,220,450,1000,141.96,4,No,30.7,1,73.0,Full
APT_03908,Apartment_Kosapet_N078,N06,N078,Kosapet,Kosapet,V.V Koil Street,G_W078_001,13.091523,80.264939,292,1170,660,721.46,3,No,33.9,2,100.0,Full
APT_03909,Apartment_Kosapet_N078,N06,N078,Kosapet,Kosapet,V.V Koil Street,G_W078_002,13.091508,80.264956,75,158,240,97.09,3,Yes,24.6,4,100.0,Full
APT_03910,Apartment_Perumalpet_N078,N06,N078,Perumalpet,Perumalpet,Mooku(C) Street,S_W078_001,13.093229,80.256453,274,1380,660,628.17,2,No,34.2,6,100.0,Full
APT_03911,Apartment_Perumalpet_N078,N06,N078,Perumalpet,Perumalpet,Mooku(C) Street,S_W078_002,13.093212,80.256355,85,251,660,149.11,3,No,27.4,4,73.6,Full
APT_03912,Apartment_Perumalpet_N078,N06,N078,Perumalpet,Perumalpet,Mooku(C) Street,S_W078_003,13.093203,80.256401,292,871,660,465.64,2,No,26.1,3,100.0,Full
APT_03913,Apartment_Perumalpet_N078,N06,N078,Perumalpet,Perumalpet,Mooku(C) Street,S_W078_004,13.093053,80.255926,73,153,1000,60.08,4,Yes,27.3,2,79.5,Full
APT_03914,Apartment_Choolai_N078,N06,N078,Choolai,Kuravan Kulam,Kuravan Kulam 1st Lane,S_W078_001,13.090838,80.264124,174,864,500,410.14,1,No,30.0,2,100.0,Full
APT_03915,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,SATTANNAN STREET,S_W078_001,13.092873,80.266861,241,728,120,215.96,4,No,31.1,4,100.0,Full
APT_03916,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,SATTANNAN STREET,S_W078_002,13.092783,80.267325,41,116,660,52.0,3,No,24.1,1,66.1,Medium
APT_03917,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,SATTANNAN STREET,S_W078_003,13.09093,80.254161,38,198,120,115.23,4,No,28.1,0,100.0,Full
APT_03918,Apartment_Choolai_N078,N06,N078,Choolai,Choolai,SATTANNAN STREET,S_W078_004,13.092595,80.26897,258,520,500,251.73,0,No,32.5,5,50.4,Medium
APT_03919,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,KAVERI STREET,S_W079_001,13.123107,80.14713,36,108,660,43.5,2,Yes,33.0,6,51.0,Medium
APT_03920,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,KAVERI STREET,S_W079_002,13.123148,80.147055,192,383,120,197.41,3,No,26.8,6,100.0,Full
APT_03921,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,LAL BAHADUR SASTHIRI STREET,S_W079_001,13.123321,80.148415,283,569,660,364.58,3,No,27.0,4,100.0,Full
APT_03922,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,SUNDARAR STREET,S_W079_001,13.125192,80.146777,192,382,660,105.81,3,No,32.2,6,58.5,Medium
APT_03923,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,VALARMATHI NAGAR,S_W079_001,13.137448,80.157053,155,308,500,117.7,3,No,31.3,5,69.5,Medium
APT_03924,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,VALARMATHI NAGAR,S_W079_002,13.137436,80.156962,137,679,240,212.1,1,Yes,30.0,0,100.0,Full
APT_03925,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,TAGORE STREET,S_W079_001,13.12884,80.147954,199,590,240,373.34,4,No,30.6,2,100.0,Full
APT_03926,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,LENIN NAGAR 1 TO 10 MAIN ROAD,S_W079_001,13.127387,80.145313,180,908,660,425.27,2,No,30.0,0,93.5,Full
APT_03927,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,LENIN NAGAR 1 TO 10 MAIN ROAD,S_W079_002,13.127479,80.145322,160,485,120,146.41,4,No,28.9,1,100.0,Full
APT_03928,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,THIRU MANGAI MANNAN STREET,S_W079_001,13.129609,80.148495,63,314,660,155.39,2,No,33.5,6,56.2,Medium
APT_03929,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,THIRU MANGAI MANNAN STREET,S_W079_002,13.129499,80.148541,206,419,240,188.62,2,No,34.7,5,100.0,Full
APT_03930,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,NATHAMUNI STREET,S_W079_001,13.137288,80.154705,227,456,360,124.82,2,Yes,31.7,6,71.4,Full
APT_03931,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,NATHAMUNI STREET,S_W079_002,13.137256,80.154468,219,440,500,262.15,4,Yes,27.2,3,100.0,Full
APT_03932,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,ANNA HIGH ROAD,S_W079_003,13.139138,80.152432,41,197,120,105.13,4,No,35.7,1,100.0,Full
APT_03933,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,ANNA HIGH ROAD,S_W079_002,13.139138,80.15238,217,869,660,219.07,2,No,25.1,2,75.1,Full
APT_03934,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,ANNA HIGH ROAD,S_W079_001,13.13916,80.15719,225,892,660,565.41,2,No,35.4,1,100.0,Full
APT_03935,Apartment_Ambattur_N079,N07,N079,AMBATTUR,AMBEDKAR STATUE,REDHILLS ROAD,S_W079_008,13.123786,80.150149,71,359,120,112.62,0,Yes,30.7,6,98.6,Full
APT_03936,Apartment_Ambattur_N079,N07,N079,AMBATTUR,AMBEDKAR STATUE,REDHILLS ROAD,S_W079_007,13.125942,80.152966,258,765,1000,191.33,0,No,32.5,4,30.3,Empty
APT_03937,Apartment_Ambattur_N079,N07,N079,AMBATTUR,AMBEDKAR STATUE,REDHILLS ROAD,S_W079_006,13.125967,80.152905,167,668,660,281.17,3,Yes,29.1,0,90.9,Full
APT_03938,Apartment_Ambattur_N079,N07,N079,AMBATTUR,AMBEDKAR STATUE,REDHILLS ROAD,S_W079_005,13.123813,80.150195,152,605,1000,185.32,1,Yes,28.3,2,35.9,Empty
APT_03939,Apartment_Ambattur_N079,N07,N079,AMBATTUR,AMBEDKAR STATUE,REDHILLS ROAD,S_W079_004,13.125936,80.15299,223,884,500,422.6,2,No,26.7,3,100.0,Full
APT_03940,Apartment_Ambattur_N079,N07,N079,AMBATTUR,AMBEDKAR STATUE,REDHILLS ROAD,S_W079_003,13.125926,80.152978,163,651,500,243.85,3,No,25.3,5,100.0,Full
APT_03941,Apartment_Ambattur_N079,N07,N079,AMBATTUR,AMBEDKAR STATUE,REDHILLS ROAD,S_W079_002,13.125797,80.152912,173,513,360,166.25,1,No,27.8,6,64.4,Medium
APT_03942,Apartment_Ambattur_N079,N07,N079,AMBATTUR,AMBEDKAR STATUE,REDHILLS ROAD,S_W079_001,13.123914,80.150278,107,209,240,134.62,1,Yes,27.1,1,75.2,Full
APT_03943,Apartment_S.V.Nagar_N079,N07,N079,S.V.NAGAR,ORAGADAM,REDHILLS ROAD,S_W079_001,13.129583,80.156786,280,568,240,217.6,0,No,30.4,4,100.0,Full
APT_03944,Apartment_S.V.Nagar_N079,N07,N079,S.V.NAGAR,ORAGADAM,REDHILLS ROAD,S_W079_001,13.129009,80.156047,292,1165,240,484.52,3,Yes,34.3,5,100.0,Full
APT_03945,Apartment_S.V.Nagar_N079,N07,N079,S.V.NAGAR,ORAGADAM,REDHILLS ROAD,S_W079_001,13.128736,80.15566,56,222,240,81.63,2,No,25.0,5,60.7,Medium
APT_03946,Apartment_S.V.Nagar_N079,N07,N079,S.V.NAGAR,ORAGADAM,REDHILLS ROAD,S_W079_001,13.128509,80.155298,226,894,660,522.81,0,No,33.0,1,89.9,Full
APT_03947,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,THIRUMOORTHY STREET,S_W079_001,13.124241,80.146543,26,100,500,32.87,2,No,27.2,2,48.8,Medium
APT_03948,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,THIRUMOORTHY STREET,S_W079_002,13.124263,80.146546,123,243,360,73.16,0,No,31.7,0,38.5,Empty
APT_03949,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,THIRUMOORTHY STREET,S_W079_003,13.12425,80.146516,292,881,660,530.88,3,Yes,31.5,4,100.0,Full
APT_03950,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,AIYARAM KATTAMAN KOIL STREET,S_W079_001,13.135799,80.15711,69,199,660,64.35,1,No,32.9,2,45.1,Medium
APT_03951,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,AIYARAM KATTAMAN KOIL STREET,S_W079_002,13.135326,80.155408,125,634,1000,376.07,1,Yes,24.2,2,68.3,Medium
APT_03952,Apartment_S.V.Nagar_N079,N07,N079,S.V.NAGAR,ORAGADAM,PERUMAL KOIL STREET,S_W079_001,13.131316,80.155451,81,316,240,152.08,4,No,24.0,0,100.0,Full
APT_03953,Apartment_S.V.Nagar_N079,N07,N079,S.V.NAGAR,ORAGADAM,PERUMAL KOIL STREET,S_W079_002,13.131371,80.155439,224,899,240,520.83,3,No,26.0,6,100.0,Full
APT_03954,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,MASILAMANI STREET,S_W079_001,13.130566,80.148791,150,590,120,164.06,3,No,35.8,4,100.0,Full
APT_03955,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,MASILAMANI STREET,S_W079_002,13.130485,80.14878,186,565,120,359.03,3,No,28.1,1,100.0,Full
APT_03956,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,GANDHI MAIN ROAD,S_W079_006,13.133417,80.153998,284,1424,500,526.74,2,No,31.5,0,100.0,Full
APT_03957,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,GANDHI MAIN ROAD,S_W079_005,13.133417,80.153998,166,671,660,183.49,0,Yes,27.7,2,31.0,Empty
APT_03958,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,GANDHI MAIN ROAD,S_W079_003,13.133457,80.153986,226,1139,500,633.23,1,No,29.9,1,100.0,Full
APT_03959,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,GANDHI MAIN ROAD,S_W079_001,13.136196,80.154548,47,195,1000,62.67,4,No,29.3,1,73.2,Full
APT_03960,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,GANDHI MAIN ROAD,S_W079_002,13.133463,80.154007,80,323,500,126.11,4,No,26.3,5,87.5,Full
APT_03961,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,GANDHI MAIN ROAD,S_W079_004,13.133417,80.153998,286,579,1000,282.47,3,Yes,28.3,0,95.8,Full
APT_03962,Apartment_Oragadam_N079,N07,N079,ORAGADAM,ORAGADAM CSI CHURCH,GANDHI MAIN ROAD,S_W079_007,13.133417,80.153998,261,1036,240,287.43,4,Yes,26.3,3,100.0,Full
APT_03963,Apartment_Lenin_Nagar_N079,N07,N079,LENIN NAGAR,RAKKI THEATRE,JAWAHAR STREET,S_W079_001,13.123115,80.147098,204,411,240,135.95,4,No,27.4,5,100.0,Full
APT_03964,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 4TH MAIN ROAD,S_W080_001,13.135485,80.160126,126,514,660,229.05,1,No,29.0,4,57.1,Medium
APT_03965,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 4TH MAIN ROAD,S_W080_002,13.136856,80.191937,76,301,500,126.05,3,No,33.5,0,82.3,Full
APT_03966,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,CP CHITRARASU STREET,S_W080_001,13.128134,80.157176,259,1046,360,494.79,3,Yes,26.4,1,100.0,Full
APT_03967,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,BAKTHAVATCHALAM STREET,S_W080_001,13.125036,80.157701,240,720,1000,389.85,0,Yes,26.3,1,62.9,Medium
APT_03968,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,REDHILLS MAIN ROAD,S_W080_002,13.131281,80.161479,87,173,660,67.68,4,No,27.0,6,85.5,Full
APT_03969,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,REDHILLS MAIN ROAD,S_W080_001,13.12483,80.152371,185,736,240,303.06,2,No,33.5,4,100.0,Full
APT_03970,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,REDHILLS MAIN ROAD,S_W080_005,13.131351,80.162693,193,764,500,274.24,1,Yes,27.0,6,92.5,Full
APT_03971,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,REDHILLS MAIN ROAD,S_W080_004,13.131372,80.162652,154,470,360,181.36,2,No,33.8,0,93.2,Full
APT_03972,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,REDHILLS MAIN ROAD,S_W080_003,13.124901,80.15246,280,1125,360,304.21,1,No,27.9,2,100.0,Full
APT_03973,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,THIRUMALAI PRIYA NAGAR 1 TO 15TH STREET,S_W080_001,13.13134,80.162668,54,268,660,129.19,1,No,27.6,2,40.2,Medium
APT_03974,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,THIRUMALAI PRIYA NAGAR 1 TO 15TH STREET,S_W080_002,13.131349,80.162728,92,378,660,120.62,2,No,28.5,5,56.2,Medium
APT_03975,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR I MAIN ROAD,S_W080_003,13.136856,80.191937,46,85,120,45.6,4,No,29.4,0,100.0,Full
APT_03976,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR I MAIN ROAD,S_W080_001,13.133115,80.15854,214,1076,500,287.16,2,No,29.0,5,100.0,Full
APT_03977,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR I MAIN ROAD,S_W080_002,13.132804,80.158599,200,599,500,164.1,1,Yes,28.7,3,60.4,Medium
APT_03978,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 8TH AVENUE,S_W080_001,13.134279,80.157609,297,1191,500,433.38,3,No,36.0,6,100.0,Full
APT_03979,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 9TH AVENUE,S_W080_001,13.136181,80.15986,172,850,240,361.56,1,No,32.3,2,100.0,Full
APT_03980,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 15TH AVENUE,S_W080_001,13.133479,80.162771,62,188,500,99.16,2,No,34.6,6,56.3,Medium
APT_03981,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 15TH AVENUE,S_W080_002,13.133479,80.162771,146,588,1000,309.8,1,No,34.7,6,45.5,Medium
APT_03982,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,GUBERA GANAPATHI AVENUE,S_W080_001,13.136913,80.191933,44,98,120,62.66,1,No,29.1,3,74.2,Full
APT_03983,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 5TH MAIN ROAD,S_W080_001,13.136997,80.160105,208,1037,500,405.11,1,No,33.3,6,100.0,Full
APT_03984,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,PUDUR HIGH ROAD,S_W080_001,13.136851,80.191866,209,409,1000,111.96,1,Yes,29.6,2,45.6,Medium
APT_03985,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,PUDUR HIGH ROAD,S_W080_002,13.13691,80.191925,260,1031,360,612.94,4,No,31.1,4,100.0,Full
APT_03986,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 26TH AVENUE,S_W080_001,13.136993,80.160115,115,338,360,183.28,3,No,32.8,6,100.0,Full
APT_03987,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,BHARATHI NAGAR,S_W080_001,13.137446,80.19023,107,210,240,58.22,3,No,31.0,1,76.4,Full
APT_03988,Apartment_Pudur_N080,N07,N080,PUDUR,REDHILLS ROAD,KVK SWAMI STREET,S_W080_001,13.12229,80.156767,40,127,240,35.98,0,No,30.1,2,37.0,Empty
APT_03989,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,VAGESWARIAMMAN KOIL STREET,S_W080_001,13.125036,80.157701,136,674,360,297.0,0,No,24.1,0,100.0,Full
APT_03990,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,PANDIAN STREET,S_W080_001,13.137317,80.160172,153,299,660,115.61,1,No,35.6,3,45.0,Medium
APT_03991,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,PANDIAN STREET,S_W080_002,13.123045,80.159624,232,686,240,335.14,4,No,24.5,1,100.0,Full
APT_03992,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,DR RAMASAMY STREET,S_W080_002,13.137588,80.190186,231,460,240,155.33,0,No,25.4,0,70.2,Full
APT_03993,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,DR RAMASAMY STREET,S_W080_001,13.125036,80.157701,59,120,1000,76.05,3,No,24.5,6,66.8,Medium
APT_03994,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,PATEL STREET,S_W080_001,13.12611,80.15797,100,195,1000,88.7,4,No,31.5,2,68.9,Medium
APT_03995,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 7TH AVENUE,S_W080_001,13.134251,80.159001,163,652,240,358.79,1,Yes,27.6,5,100.0,Full
APT_03996,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 7TH AVENUE,S_W080_002,13.134241,80.159042,114,565,360,169.68,0,Yes,34.7,1,41.9,Medium
APT_03997,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,ANNA SALAI,S_W080_001,13.125036,80.157701,27,114,360,56.63,0,Yes,31.1,1,13.6,Empty
APT_03998,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,REDHILLS ROAD,S_W080_001,13.13691,80.191925,257,1275,240,759.99,0,No,33.4,0,100.0,Full
APT_03999,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,REDHILLS ROAD,S_W080_002,13.13691,80.191925,225,894,120,231.72,4,No,25.7,4,100.0,Full
APT_04000,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,REDHILLS ROAD,S_W080_003,13.136759,80.191717,166,499,120,232.53,3,No,28.9,2,100.0,Full
APT_04001,Apartment_Vijayalakshmipuram_N080,N07,N080,VIJAYALAKSHMIPURAM,REDHILLS ROAD,REDHILLS ROAD,S_W080_004,13.137446,80.19023,109,552,500,192.48,3,No,31.5,6,80.7,Full
APT_04002,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 17TH AVENUE,S_W080_004,13.134523,80.161595,256,510,120,225.09,0,Yes,26.3,3,100.0,Full
APT_04003,Apartment_Banu_Nagar_N080,N07,N080,BANU NAGAR,PUDUR,BANU NAGAR 27TH AVENUE,S_W080_001,13.137432,80.160326,29,107,500,61.67,4,No,28.6,1,74.1,Full
APT_04004,Apartment_Ambattur_O.T_N081,N07,N081,AMBATTUR O.T,NEAR RAILWAY STATION,INDIRA NAGAR,S_W081_001,13.116993,80.15164,145,291,120,153.07,3,No,33.1,5,100.0,Full
APT_04005,Apartment_Ambattur_O.T_N081,N07,N081,AMBATTUR O.T,NEAR RAILWAY STATION,INDIRA NAGAR,S_W081_002,13.11665,80.152252,245,1220,120,673.2,4,Yes,32.2,6,100.0,Full
APT_04006,Apartment_Krishnapuram_N081,N07,N081,KRISHNAPURAM,MODEL SCHOOL,RAMADOSS STREET,S_W081_001,13.121056,80.147341,287,570,120,190.76,1,No,34.8,4,100.0,Full
APT_04007,Apartment_Krishnapuram_N081,N07,N081,KRISHNAPURAM,MODEL SCHOOL,RAMADOSS STREET,S_W081_002,13.120965,80.14725,90,189,360,110.19,0,No,30.7,4,38.5,Empty
APT_04008,Apartment_Venkatapuram_N081,N07,N081,VENKATAPURAM,THULUKKANATHAMMAN KOIL,THIRUVENKADACHARI STREET,S_W081_001,13.120086,80.156714,202,615,240,304.79,4,No,26.5,5,100.0,Full
